iter	MAPE	MAE
0	0.3849344776	7757.418142
1	0.3549917464	7150.820752
2	0.3283752412	6617.102942
3	0.3055701915	6155.182659
4	0.2855957879	5753.870842
5	0.2697292207	5482.925607
6	0.2539217018	5181.373275
7	0.2382494888	4846.078136
8	0.2232683657	4536.999777
9	0.2110906412	4314.050621
10	0.199191711	4074.58704
11	0.190288071	3912.98152
12	0.1821124165	3739.735395
13	0.1749891966	3584.231408
14	0.1691060525	3468.009664
15	0.163154188	3348.064967
16	0.1574237368	3254.306744
17	0.1515251688	3147.590059
18	0.1466794508	3074.705591
19	0.1432121479	3014.278936
20	0.1400778539	2959.449693
21	0.1361156	2912.298211
22	0.1320586489	2853.994142
23	0.1287923754	2799.106492
24	0.1258697489	2739.500098
25	0.1231890341	2694.386095
26	0.1207006513	2662.031388
27	0.1186638081	2626.06906
28	0.1158510642	2576.422645
29	0.1135831101	2541.816128
30	0.1115307984	2509.587414
31	0.1092759521	2464.747755
32	0.1073130731	2433.898241
33	0.1059668658	2413.337318
34	0.1044344415	2390.851546
35	0.1030408594	2364.093921
36	0.1019615638	2345.603423
37	0.1009617542	2330.082758
38	0.100105548	2319.267272
39	0.0987348407	2287.378885
40	0.09776472987	2277.052409
41	0.09683727458	2254.39911
42	0.09618852779	2233.109466
43	0.09522295315	2211.869679
44	0.09455063643	2201.900294
45	0.09378024172	2182.33468
46	0.09330617747	2174.120239
47	0.09276068034	2160.577038
48	0.09196091715	2150.351491
49	0.09136094741	2137.461605
50	0.09060570467	2120.815966
51	0.09026529593	2108.439127
52	0.08966968633	2095.610513
53	0.08926315019	2085.243995
54	0.08837467283	2068.082253
55	0.08767449775	2057.735917
56	0.08728276754	2046.397653
57	0.08688087388	2036.863332
58	0.08658085421	2027.460928
59	0.08614066995	2017.068915
60	0.08584026268	2008.875237
61	0.08529721878	1995.047321
62	0.08484892212	1985.132921
63	0.08448564845	1976.331052
64	0.08421323597	1968.627726
65	0.08393404858	1965.208274
66	0.08361962014	1954.037969
67	0.08329242186	1946.941239
68	0.0832053378	1941.002882
69	0.08319073594	1939.760794
70	0.08303240678	1938.635402
71	0.08266044414	1934.866097
72	0.08248437582	1932.707049
73	0.08229992017	1925.582652
74	0.08194481833	1910.964662
75	0.08163621741	1901.619416
76	0.08138754577	1894.117151
77	0.08133699231	1891.675324
78	0.08112252549	1886.68925
79	0.08092600669	1881.335291
80	0.08067643217	1877.317689
81	0.08048048397	1873.644202
82	0.08022386341	1869.154074
83	0.08000255157	1859.766156
84	0.07974391927	1854.083781
85	0.07949450005	1847.581751
86	0.07913446069	1839.546874
87	0.078910729	1834.275119
88	0.07870429441	1831.410088
89	0.07846923432	1825.657458
90	0.07825777441	1819.585247
91	0.07788750101	1812.151348
92	0.0776657367	1802.910627
93	0.07755088446	1798.330557
94	0.07735654496	1793.650479
95	0.07712222728	1787.194135
96	0.07699263362	1784.178261
97	0.07682692825	1778.763245
98	0.07661465735	1771.934569
99	0.07645029159	1769.698645
100	0.07640087886	1765.920699
101	0.07634245144	1764.271551
102	0.07622034577	1760.356623
103	0.07604407432	1753.822922
104	0.07591850764	1747.590277
105	0.07564933963	1739.941323
106	0.07549158257	1736.587764
107	0.07531928322	1733.706486
108	0.07521058555	1731.548622
109	0.07507444407	1729.575159
110	0.07492181903	1725.694257
111	0.07478244808	1724.18495
112	0.07463225977	1719.770333
113	0.0743866811	1712.684791
114	0.07420883983	1708.03862
115	0.07409903777	1705.808939
116	0.07390469177	1701.117236
117	0.07378205165	1697.821398
118	0.07368289789	1693.684793
119	0.07361619864	1691.591973
120	0.07352564576	1690.286671
121	0.07344086198	1688.507638
122	0.07330328237	1687.63749
123	0.07318971927	1685.941716
124	0.0729717604	1679.93312
125	0.07283210979	1676.911854
126	0.07262768646	1672.556885
127	0.07251211781	1671.847304
128	0.07236970767	1669.077378
129	0.07231706341	1667.378892
130	0.07221057376	1664.685191
131	0.07216028579	1663.529801
132	0.07210139169	1662.765641
133	0.0719985621	1661.250184
134	0.07189743637	1658.579065
135	0.07176881832	1654.344882
136	0.07168591841	1651.898296
137	0.07162591811	1651.479078
138	0.07151040319	1648.413923
139	0.07139336912	1645.060328
140	0.07132379199	1643.492185
141	0.07130492441	1642.029893
142	0.07120370465	1639.252023
143	0.07111792302	1637.897972
144	0.07093148294	1632.420623
145	0.0708125517	1628.833429
146	0.07075547297	1627.114577
147	0.07060949153	1622.635423
148	0.07052801449	1620.311242
149	0.07048096926	1619.173928
150	0.07042444577	1618.030476
151	0.07033779932	1616.764998
152	0.07028048284	1614.2735
153	0.07017133447	1612.689089
154	0.07007836357	1611.303078
155	0.0699547023	1607.811518
156	0.06987444686	1605.677085
157	0.06979530102	1603.107202
158	0.06968989838	1601.704173
159	0.06957801118	1599.580224
160	0.06952142513	1597.541368
161	0.06946438645	1596.525167
162	0.06945288928	1596.201196
163	0.06932037502	1593.104709
164	0.06918158453	1590.373996
165	0.06912503823	1589.70817
166	0.06906308395	1589.230895
167	0.06901803863	1588.202037
168	0.06895483414	1584.551105
169	0.06873133356	1579.896531
170	0.06854030668	1577.021925
171	0.06844728131	1575.897138
172	0.06835823025	1573.519192
173	0.06826820584	1571.616296
174	0.06818918807	1569.606998
175	0.06812271143	1566.963389
176	0.06806846325	1565.530229
177	0.06804965325	1565.288499
178	0.06800345787	1563.513047
179	0.06795769913	1561.992933
180	0.06784911176	1559.484221
181	0.0677538809	1557.302096
182	0.06772847525	1556.235691
183	0.0676952165	1554.796262
184	0.0676199719	1552.255458
185	0.06755085638	1550.431487
186	0.06748566434	1548.399122
