id,Price
30130,827575.7706996049
18311,1422025.6054326603
18934,1327890.4142967172
1824,790833.7910479574
31339,720443.5387152844
25768,590829.3955555644
12910,590720.5125458785
9172,702433.1148377826
27292,903196.017893565
966,656717.0707410732
33045,538196.8965311195
16354,834296.3155772374
18630,904947.5947042167
23188,614952.150456037
3893,878765.2334520166
24887,1428057.0188653858
8058,816042.8487911646
18868,1038778.6435329588
19537,761587.327121081
697,455391.69271015655
17659,1098629.8328820686
22492,1807857.9114513146
18475,3001515.8652477264
20774,1416376.252900038
28024,1540122.0737097678
10445,857242.851485116
33712,1335233.1106451547
562,1782296.5682578152
9368,856507.9205471982
32959,992890.8232710902
33394,924554.3722121236
13118,619206.7111783435
12717,645390.837086052
34723,639343.3512056853
14292,631042.8456465307
29100,1490187.2465723876
32062,1257185.8066801457
12896,691565.3512770858
1447,682207.6480957755
22926,840769.953301906
22335,1282609.1854843502
19782,1814419.896561609
7356,614798.2079447117
3245,589708.1188122819
15532,758182.321256094
30502,311761.4578663877
12568,387495.69591812073
3654,778023.332281979
9825,320032.0784776183
6986,1123646.257070605
14000,574055.349280956
34179,613537.0352206617
15904,651536.2462634181
4736,1293906.447620518
12756,834485.3021151379
11180,482131.6232191621
12958,765971.6772761239
1874,1165062.2298558815
30902,577241.1205361173
1698,1265087.7170895352
7949,1627628.744204281
14817,1184724.4414009687
14406,1014619.7731902326
15872,2541544.5170502355
26557,824997.6952166929
27635,2229541.3338852404
21893,642297.3256700598
10114,1159495.8043102599
6153,1207352.5895205652
3484,1821419.8264761292
27093,582323.7424682342
20113,1421393.9456560062
10530,419639.2914130097
31794,429359.9974871992
22075,429348.73819890566
11206,683276.448894734
5400,700316.2180282271
6054,1042357.457111148
387,1108642.297780351
26873,969430.830779833
22834,978741.7266394516
15450,542921.7950657267
13067,854884.7971778273
16266,737815.3321420213
24419,1034456.7180935849
10506,1291818.536546471
1070,646354.7326172581
23757,1017799.5494762473
13901,1153761.2554688044
4504,1260674.576431992
20127,804083.4375238337
23801,659875.4900913524
25173,843104.0550274501
29420,1079443.9928467865
14993,798918.2902387248
10772,911791.8165246102
2589,822612.7180277692
22900,1537638.1824275034
27370,626761.515663086
24293,714997.2540744431
32260,1088499.2315175175
24074,751586.4370307152
4997,673999.4080894387
6246,827242.3247212996
14363,737936.7907615716
32418,973888.5366683683
26081,498193.5377951494
34186,633515.2439093832
8706,539977.06276826
20073,482564.9108078549
