id,Price
30130,806597.0216785464
18311,1461876.8346058624
18934,1365006.048016281
1824,798372.3463616305
31339,883181.2114975275
25768,487296.5003910851
12910,641732.1977471263
9172,708861.0839185521
27292,954437.8181873236
966,680727.8391325928
33045,635692.22092692
16354,683140.9989608787
18630,924144.7463654868
23188,606491.6805291248
3893,902671.5620716506
24887,1202790.8612971134
8058,840017.159798997
18868,1120710.5868015077
19537,754009.81318343
697,497865.8103315145
17659,1221896.1064312826
22492,1564364.2544109016
18475,3020072.2141501843
20774,1304301.5938309543
28024,1583926.0837555123
10445,849228.6916746839
33712,1446800.151281907
562,1834680.0143472669
9368,863425.2738802267
32959,998323.1869330641
33394,908305.823966113
13118,710154.7162194
12717,665076.7194164027
34723,683141.2452631065
14292,650737.3662458626
29100,1567036.536800784
32062,1378933.4274308293
12896,666788.3645465069
1447,744504.607168767
22926,787495.5410281471
22335,1645882.645928279
19782,1952329.765624668
7356,618965.6012654187
3245,619030.2947853792
15532,770146.1185078936
30502,365300.44143533206
12568,383731.7964763488
3654,911835.5489964299
9825,316603.1453893557
6986,1104498.331740438
14000,541343.839005444
34179,655973.19909783
15904,761251.173665535
4736,1247095.413519159
12756,775593.6212258342
11180,544228.7701103918
12958,790145.2457133955
1874,1011129.5298451176
30902,603947.9657320732
1698,1396009.4262734144
7949,1483294.8948268974
14817,1192876.6405873508
14406,988608.1851325302
15872,2468554.9014815753
26557,727152.4171789947
27635,2216920.039750897
21893,647146.7405647208
10114,882654.2015188666
6153,1350777.3184650987
3484,1894820.926647378
27093,682959.2592539198
20113,1691489.9368897483
10530,457188.0446980002
31794,468297.20968551096
22075,404218.83395311225
11206,654729.5449419727
5400,676267.187295258
6054,1169226.2664646967
387,1386026.4916369212
26873,1027552.9418239854
22834,857417.8295415675
15450,496052.23159259924
13067,834912.2225541385
16266,733557.0584837
24419,1124643.9040735597
10506,1240875.0072705243
1070,620673.7227382198
23757,1048508.6024361342
13901,1139824.121510006
4504,1272712.902287627
20127,841396.2799763364
23801,685893.3625763262
25173,854299.8861205203
29420,1044847.2558458457
14993,815949.6147009258
10772,915510.1496060096
2589,820529.5453575125
22900,1691365.3353551477
27370,712371.9190024365
24293,882698.6136502418
32260,1156218.897772784
24074,795967.3493482132
4997,553034.4840873019
6246,841923.2581746826
14363,741168.0939886584
32418,933331.7264603453
26081,478925.16705077235
34186,628141.8942122869
8706,550263.793086621
20073,545225.290527398
25338,530369.5307658669
22061,530609.0594873343
1373,604393.861702851
14460,571088.2114152584
10060,696474.8879732563
10030,449636.95936454186
21095,638036.6359394287
33413,1206094.6149167093
28777,784019.2087709904
13616,931009.4004264921
33163,724246.4109399975
18156,588826.5972424895
1602,524728.1598128341
29440,631535.8489409424
20465,432488.37022502924
30926,591972.16069509
25744,587592.9268300912
2793,715890.405628806
13344,554688.9373651046
15550,596278.5571068781
30664,553905.9964645682
4035,532342.6130746871
19732,807310.3155439842
32594,950365.5497663373
8573,956149.508416687
4527,1237415.8980985512
27375,1279424.5136752678
12231,1123301.9598105608
32974,1120762.3264209146
25594,486968.3201616098
18996,935001.7904855041
13778,534755.7272406898
29989,499073.67613357375
21951,1151995.1361108408
31383,971911.125324546
7647,753097.0721967379
13289,902344.296844308
12572,851174.5119261758
28595,648473.2897880627
4307,669972.6136699885
21364,560610.0734344552
10730,684282.8121792735
19222,571153.9302113107
25886,576992.8325703505
29833,608933.991931194
13664,407721.43101120944
22896,666529.0671832956
26527,843668.6578503824
12155,1671269.3526918977
7789,362800.1091139802
1182,1471742.176357313
5952,713653.7516053345
1155,759238.8110133471
20265,734616.4876221252
21955,749694.0641719057
2036,1272562.7962132394
941,844047.8016086668
3047,455034.6181718498
13765,881608.1580793405
30751,573249.8162428174
7385,1429780.2001725812
1955,590656.154923846
5970,642717.8032725956
19484,679226.0271459646
5782,625766.0989351221
28561,526625.1834618028
27857,498565.079682491
12162,719192.9747764022
28037,833156.1459948204
9068,476835.3213581105
14707,700944.4813553882
466,782456.4382786816
8835,634428.478202517
33621,1054268.2498459972
5196,701971.260160006
26021,1280420.7097423058
14661,1026528.8600951441
3435,801494.6432106291
18540,2265575.8343542423
23615,1206634.5147670167
30582,775439.5079569981
31091,774875.5865113792
19055,721543.0055381625
32838,647493.8330730714
2748,679455.4215226326
2990,915761.1754203733
8145,805039.6001895604
21823,865422.4929937854
4551,760640.5125377732
27553,685755.3601246146
34083,812910.9490829428
16422,745278.7285434061
9239,673086.1065672114
17323,751398.0247205205
19584,599802.5512101315
10062,525010.1968537183
6932,1159257.5741471404
2769,843091.9810549852
10840,1148776.7000762569
2274,2664415.538362711
30275,927835.4908236547
4076,501702.8479874443
32108,463011.4436328913
32556,1313015.146944891
15839,1133571.0696839201
9919,1112089.8683241408
30142,623206.845783335
8797,911711.132737719
8068,829745.5750501867
22811,553637.869134751
31701,854534.0618545959
29827,684521.1229387212
561,535837.7899679693
34844,707642.1163553314
32023,667080.3477411085
24488,745656.7441571105
32926,506772.55000321474
18297,556963.6531639645
20390,393708.03333162115
11573,515321.6776424421
20502,787116.3318233895
