id,Price
30130,830863.5781128618
18311,1437669.3753513223
18934,1363612.205514167
1824,821980.5714685391
31339,752954.6406049823
25768,562182.8491232521
12910,591182.8277623288
9172,633418.5900028197
27292,935088.9309004759
966,677141.1811434634
33045,576918.7996353321
16354,754145.3732543583
18630,972338.335585503
23188,697024.7585826793
3893,912436.6168844328
24887,1390383.5367765143
8058,803492.0038983731
18868,1015644.7388108736
19537,747761.6904318238
697,515803.7348924808
17659,1207435.108986954
22492,1777932.2696729247
18475,2568570.6058806507
20774,1345694.3940996695
28024,1456218.1783001646
10445,867821.7449442866
33712,1481886.8858881786
562,1840836.4561882226
9368,941045.7892183181
32959,1080749.7162679825
33394,993874.421332508
13118,666237.1481356233
12717,607269.8349278884
34723,628548.8624842016
14292,673660.640551154
29100,1460017.3508979706
32062,1247417.902761297
12896,677623.5203586882
1447,627432.2397691449
22926,855336.5529845399
22335,1491770.7179349237
19782,1971159.327862855
7356,610982.8710422454
3245,548597.1724677021
15532,831697.6892153262
30502,395143.54196959344
12568,447216.4090106299
3654,813536.0772463155
9825,349208.99387060746
6986,1078124.4802244015
14000,603035.7374439769
34179,646955.1667061574
15904,655990.0241179622
4736,1239400.8650059765
12756,804025.2842809723
11180,530322.2623614117
12958,797765.4292621996
1874,1026321.8543791714
30902,547114.0647974415
1698,1291855.7711528377
7949,1688457.0338692423
14817,1180746.6208027918
14406,973994.7269759825
15872,2422237.146387293
26557,760140.7587228854
27635,2244457.437486606
21893,631570.3965246326
10114,977149.1739944587
6153,1304350.6738012745
3484,1754279.8636891837
27093,636882.7292600479
20113,1454108.88657371
10530,438189.57174113387
31794,441670.7015371957
22075,446509.91011612816
11206,637943.5327289447
5400,644906.0055424148
6054,1131129.4835126095
387,1180663.4588731034
26873,1070476.7114489651
22834,970378.6886924955
15450,542618.8987075447
13067,846697.6335502212
16266,757844.8429012911
24419,1199529.7604946985
10506,1313774.90843642
1070,673794.4445301724
23757,1043705.5261057847
13901,1312435.3230280536
4504,1376141.3418188803
20127,856225.8870849592
23801,681630.6621246282
25173,816070.621228883
29420,1085796.8117324733
14993,776099.7577620833
10772,905302.9271511413
2589,817098.8766649558
22900,1483555.8772151591
27370,671077.2057891963
24293,806874.797080418
32260,1193723.292872233
24074,774032.4210808082
4997,602927.878490495
6246,834002.3679102649
14363,717467.3377816428
32418,1002240.6434375255
26081,546741.0665030868
34186,631525.7130322652
8706,566095.4044095275
20073,480299.12123072986
25338,545510.684274538
22061,484014.38485931145
1373,624093.7401196933
14460,582896.5072249873
10060,696874.6753855363
10030,589762.987180656
21095,686543.6797250415
33413,1112607.1963777477
28777,822725.3093376571
13616,911167.7792716385
33163,723713.3606223688
18156,597999.0413160915
1602,528144.7901245602
29440,662657.7230342219
20465,467417.18649297504
30926,592358.3171332115
25744,586031.883724279
2793,787624.5525828952
13344,574813.7352280117
15550,565844.7881992119
30664,571999.4368543508
4035,524866.8264470085
19732,809234.6310155974
32594,1027523.0583764036
8573,814513.7207206123
4527,1342840.0805280423
27375,1270040.12340092
12231,1209523.60673979
32974,1211876.0404494356
25594,557947.5312889351
18996,871925.9046952669
13778,559746.0270960699
29989,536310.7858488315
21951,1017253.0513506307
31383,1059693.1021311907
7647,913190.3503766381
13289,930164.6339440335
12572,890777.7143568323
28595,649374.0620000074
4307,702396.0309753584
21364,556053.7909080088
10730,671587.4614428866
19222,577207.7746191748
25886,569141.7062284934
29833,591523.8438665657
13664,418455.9104785319
22896,738611.039249412
26527,821093.1865179996
12155,1580146.6404820604
7789,394265.0144839141
1182,1425476.7959616384
