id,Price
30130,858154.6304481808
18311,1436310.4343566978
18934,1282894.0706768432
1824,818333.8092492701
31339,836787.1278825661
25768,577331.2615835946
12910,588829.2307585753
9172,714152.8539826729
27292,892305.6671974224
966,726270.9821732576
33045,705271.3615395366
16354,788567.1270899976
18630,933309.1389403007
23188,654789.5246807655
3893,874643.8555754968
24887,1351853.5589091503
8058,858006.569001388
18868,862730.076215927
19537,824602.9299465825
697,448785.9814302387
17659,1204867.1739412837
22492,2041428.8022658792
18475,2872369.2801963137
20774,1350799.7530214183
28024,1573803.8954936124
10445,818768.5932065905
33712,1432751.3769197608
562,1781098.4146299711
9368,847297.0466485122
32959,1133848.3428596426
33394,1039513.3381847817
13118,628355.717283078
12717,624791.3204920073
34723,676637.6017701894
14292,704739.482724358
29100,1422352.5507663607
32062,1256398.9528648132
12896,701751.6049488188
1447,803544.3978724029
22926,858347.8947320383
22335,1856803.367756302
19782,2052957.6960271313
7356,624672.5209529927
3245,646306.7746242196
15532,770840.9297072727
30502,491128.9736014142
12568,311855.963163084
3654,1054464.515384151
9825,338690.84149446676
6986,1089597.884130026
14000,544778.4922322148
34179,651910.4220809487
15904,645766.8303890978
4736,1298693.7675530545
12756,787281.2925246492
11180,510590.2830911793
12958,810695.9553069883
1874,1062364.652259449
30902,562970.4013391963
1698,1305913.0561392193
7949,1406077.1771846798
14817,1211337.4506294793
14406,973425.6155528607
15872,2460533.227595995
26557,741789.879150132
27635,2275933.494029555
21893,657909.8313494443
10114,1087517.7607384138
6153,1146625.787940061
3484,1915326.1305595213
27093,708871.5910056799
20113,1265897.4100172094
10530,546692.5206923024
31794,397105.8692378551
22075,400556.83356822236
11206,797089.3235813758
5400,680279.5777471538
6054,1128597.5228870912
387,1232013.7717157688
26873,953273.3592429721
22834,939274.6724674266
15450,526628.64094287
13067,845613.3012385208
16266,815744.8126794815
24419,1161630.3861011618
10506,1196273.3589086612
1070,737215.6286619848
23757,845799.5045121002
13901,1138370.3397934781
4504,1194824.9900738627
20127,814923.4824894591
23801,682500.6634798388
25173,920192.2765222293
29420,1108942.1618331396
14993,796299.1566725422
10772,940475.6149580124
2589,850749.9757778643
22900,1788734.9450246755
27370,568002.1559548259
24293,1099816.0695794772
32260,1175628.584999641
24074,753926.207633379
4997,581395.0131510061
6246,838875.2688856907
14363,829317.4793475224
32418,873121.1784126607
26081,465689.4385620794
34186,614533.9509350713
8706,536353.9169631824
20073,499027.1675249154
25338,546404.4717244708
22061,624323.3437217438
1373,594355.6689024582
14460,569248.1140361861
10060,682540.6062155871
10030,548816.9393396095
21095,706746.2440441821
33413,1222609.378946053
28777,868502.5969270855
13616,929495.8501804627
33163,836987.1641255255
18156,553076.915235864
1602,520410.7319728396
29440,713315.507535486
20465,508871.16990972153
30926,632107.1291295642
25744,625277.9525235824
2793,738745.7665987336
13344,542310.4450035607
15550,573396.7450631574
30664,627629.2700577483
4035,546962.5394585422
19732,860971.3745680895
32594,946969.4482991316
8573,978252.5252370345
4527,1254949.796236738
27375,1468339.2213600753
12231,1012889.1239798687
32974,1013338.0934342608
25594,443264.9562579809
18996,961606.921835323
13778,581859.204979933
29989,368493.366646286
21951,1078976.5210844327
31383,1132557.4980810417
7647,822452.2269678479
13289,901737.5553724252
12572,922408.0755925637
28595,666538.4859887608
4307,782350.7961817143
21364,541947.6322303133
10730,662627.2866091324
19222,612890.6040896277
25886,562651.4827958976
29833,687281.316546662
13664,414805.07173441496
22896,758792.4850424654
26527,863827.3635159634
12155,1468726.7804319146
7789,332058.893094111
1182,1464293.9760590205
5952,711396.2346700046
1155,801133.1257095565
20265,738536.1959348529
21955,771359.0076968583
2036,1356583.7721217093
941,778317.8927617798
3047,457543.5119048796
13765,859597.3629448737
30751,541931.6401215054
7385,1219242.9522283007
1955,627153.5161790205
5970,619797.1959383545
19484,659947.3623564746
5782,619374.9210502352
28561,537880.1216489575
27857,567498.5323543097
12162,705492.8112351655
28037,873418.9485569559
9068,517990.76436492795
14707,701862.547703492
466,698439.775311476
8835,599167.1515526578
33621,1299704.0823467858
5196,780430.392078167
26021,1313145.7762986084
14661,1188408.7555963928
3435,753336.8549803441
18540,1407528.099750217
23615,1253314.1332963249
30582,789286.1654987773
31091,816388.415488917
19055,756272.8956582259
32838,624902.1326587279
2748,680286.3363686013
2990,929243.3510057293
8145,715255.7711067729
21823,885259.4105341556
4551,757602.5283106434
27553,641833.5846642404
34083,904057.8695202182
16422,767611.0322965684
9239,734766.3234741407
17323,869736.6709939193
19584,657057.571095295
10062,490215.8450091102
6932,1236980.2279645181
2769,938205.5538914734
10840,1335161.883605931
2274,2995052.7079666983
30275,790063.8623055676
4076,521312.45136569865
32108,457725.6128099117
32556,1363595.4202068152
15839,979600.7400652845
9919,1120906.3713622058
30142,633468.0467797797
8797,861911.1828777756
8068,840447.3679284805
22811,515676.2303170215
31701,774874.4945769235
29827,770562.6586782762
561,511991.92976097687
34844,725911.0887839807
32023,799053.0045880438
24488,734802.2029221207
32926,518030.4682244667
18297,550048.0344412271
20390,387726.25458924065
11573,494414.5309036092
20502,1007540.6130732808
15254,1214484.2161125983
27908,675494.5277585969
25779,624935.4843322944
8204,736464.2411261324
19333,813881.566955766
27454,826083.5900371474
5310,957213.8781943095
30249,822513.6089709866
2087,853278.0267343319
1297,905500.3770077731
3112,776370.583483004
2090,1038038.5866430997
6069,1852738.8351458432
2248,757635.2315421051
7622,726727.5954037665
20542,761995.9996949643
25193,619201.7154999487
13755,568218.9095135613
3874,742987.6082239898
5508,1277430.5761842956
12957,803796.1722288695
6776,655820.4267816339
3669,641073.0794103154
5252,687636.6275544228
22304,481516.4418286481
14891,399325.7152688574
13842,625986.5799530771
11290,675165.2134308068
22688,773502.3189432968
10057,1390995.6637674135
24825,512657.6526922689
11821,847919.3264160027
18471,925215.7777573523
22824,714809.7450641383
10109,783488.0080385655
10224,680248.935035323
16617,968847.0728835176
14503,708434.8469861753
24215,481830.86064622906
6352,961552.1322441717
1407,1605598.0093776998
31557,586561.8793540674
10827,469780.5420215059
29949,480267.3220552947
9898,909731.7157615322
31158,412405.82691830315
7134,451527.3623482973
4942,430363.4020006803
1929,456724.1743915347
31867,484029.0887926106
15494,381436.6328328224
19193,971719.0054357261
18069,1164935.6178168354
4686,603523.9504721635
13159,631587.9322385183
766,417877.7582822931
10401,566297.1251185939
933,667810.3560678475
17512,624024.4306288064
3615,710867.879447053
2664,597540.9971750346
20700,635926.1505627013
2540,608312.2534749599
24121,735275.4700428374
32007,918019.2807328386
8506,1104566.999301225
23024,1250411.2690406663
15216,1724221.5598814804
33405,826421.3062063084
13599,1215030.8222667486
25978,1251249.8595479908
14306,764620.5176376535
186,1072263.0222970464
21843,667429.2954352815
11779,1244059.4911120937
2922,1130839.1966132403
27610,897657.5482538096
15420,1397470.4636836536
21839,1330601.7492128517
4388,1061543.0744899313
27018,543429.158863539
13948,804683.4946054353
31967,1106410.564465731
6427,987813.1207330126
31090,1384692.2867744511
16317,1396918.2318416305
31301,1083149.7338762928
1013,1475977.167333284
15814,899745.0185974719
1621,998724.9450940482
21287,719419.5077375306
25868,713884.4196340382
3253,748463.0793694778
22844,587861.565436801
15585,598748.9030883417
16763,663440.5557009385
12937,575312.0769304021
14775,457488.7288854324
12735,1077636.502348234
33358,581915.7893617598
34601,1186609.0812223952
15175,1664677.6681304642
26303,1238438.56810684
19827,1092727.134363194
31482,1014722.9566008803
28398,885845.209497175
4358,606390.8579540648
22955,987263.1846932826
18356,870292.4066610696
492,859390.88723246
31892,1032858.7324262431
29251,1091230.3273855078
12817,1264801.953417688
19527,644315.7432871542
10460,1127719.1149294244
14405,872681.4426680394
13896,429200.2091223485
4249,1033176.4134215027
30390,712857.7982997836
31815,481039.98337745643
641,689620.7710282619
7179,558281.4254687105
17060,915370.6420299982
1303,789200.9302932101
27177,465215.8957145554
5992,1177859.0634597286
25298,2308145.162525603
28362,671508.7952265386
6520,1707855.2390577977
644,1306454.1094825757
585,444123.6660229805
642,1033628.0857626034
24397,564365.9333595023
25057,1129015.8111321721
17171,807988.361863696
16717,830338.8256771212
9471,633537.2044854285
18189,458108.41528561094
23917,772802.9632332233
32481,887022.9910346477
13393,719755.6668324957
12681,840738.6949713932
31384,673117.100736968
2989,557884.266701386
17711,661789.2301073554
16808,789809.5222433495
3469,437341.9118624201
4402,940321.972511172
13229,462455.96785669896
3175,1353177.238457275
5041,1218688.1002670603
12549,1075119.7162051455
18440,1291421.2858286274
12385,493362.28534452163
1330,1109725.50841064
10758,893067.046279592
27699,593183.1756557701
23016,1342896.2214793207
9126,990343.9885695903
8367,1081897.0062735649
21147,584987.9863399232
16942,626965.3007579967
18895,585689.7286331529
6658,630264.1054409493
9509,631005.1608487985
12620,1770352.6624094949
13217,627218.7994044805
14246,633138.3307249416
4996,1065730.5852848054
2032,1039432.7986617058
7309,870000.1861243366
5507,590166.3160279498
27703,1138139.5134047314
9044,680363.6516606756
22633,494662.85395906697
7796,2031077.3332624675
15475,715674.1915045652
33958,594479.3009712003
19036,568877.9138293371
12555,605539.5816884874
32261,538476.4913136316
23946,672612.8336632922
13242,1349083.8226041375
8658,687774.0389462863
24043,591559.6184454269
4538,520749.69201743696
24733,534408.6661540489
1,542233.4853942376
12173,536549.3155714949
13047,793255.1983511776
10194,724350.3434814649
21708,756980.0045596211
2649,756623.6261257085
31814,714116.1481231261
4998,800157.8402926933
11620,844570.7767906811
16697,1138846.632505453
8643,1741335.0012639104
15827,528547.2296071736
15758,678341.77499057
2912,759493.674253789
31216,640337.6177582718
33954,716096.7478736781
661,776994.472601769
12872,435706.73378252034
24712,455137.52102881286
736,684087.5577036522
7522,416103.4625563993
24912,1310317.5899623448
26114,1074711.6196130696
32366,918336.9784009841
20673,836975.8005741863
9683,1114896.6242989928
29765,628786.9934703647
5616,553014.3255205653
22357,654074.021773902
25708,1114708.3623126107
9273,752397.8352590536
16535,1009066.7063324081
29547,957476.9551133178
33174,982589.2164456936
21684,810154.0012672573
30185,783738.1204123363
2008,772187.943842479
3715,419766.2341079864
4340,555641.1051378471
11968,445190.03176699934
18049,515559.89602589986
17297,248099.04816038092
10761,377786.0572903432
31573,741181.2884285079
20261,1600379.8000589327
12927,467562.0665797032
14859,1239559.1155573716
15333,1341188.5441372674
6126,1399656.4921025196
27830,454510.8021752067
27905,718234.8264774696
34820,567234.5020611684
30177,447823.19678830775
7768,604301.6151501985
4673,1050098.3539048156
7258,1094595.3563306448
25658,1184109.3828991053
7019,1235072.230710995
34356,367204.01565814053
14288,1177836.4861954853
32741,1511147.7944384934
19581,1099963.0124474945
3803,2055867.4625308176
7776,805698.2198019687
18857,808996.4062368898
17670,828817.3069120096
29542,1518411.3058669227
8592,2707198.2773346603
11122,826233.1232950346
20395,1296323.5011660827
9523,1168986.2896861027
20425,665091.424420798
22402,776484.3437675497
20397,685440.5305167844
25831,833757.525336026
531,1978620.6930471691
26410,817650.0215714038
27108,514795.5806585487
12732,548371.5063813477
8754,1365417.1414952897
18957,1315097.0428422098
24522,1528298.896752816
